DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,StdevTamParagrafos,Ponto,Virgulas,Exclamacoes,DoisPontos,FrequenciaDeParagrafos,FreqAdjetivos,FreqAdv,FreqArt,FreqSubs,FreqPrep,FreqVerb,FreqVerbosPtcp,FreqConj,FreqPronomes,PronomesPorPreposicao,FreqTermosNaoTageados,FreqPalavrasErradas,FreqVogais,FrequenciaDeHapaxLegomenaLocal,FrequenciaDeBigrams,FrequenciaDeTrigrams,FrequenciaDeQuadrigrams,TamanhoMaisFrequenteDePalavras,TamanhoMaiorPalavra,GuiraudR,HerdanC,HerdanV,MedidaK,DugastU,MaasA,HonoresH,FrequenciaFrasesNominais,FrequenciaPalavrasDuplicadas,FrequenciaStopWords,BRFleshIndex,FreqOperadoresLogicos,MediaSilabasPorPalavra,FreqPalavrasDeConteudo,FreqPalavrasFuncionais,Author
44.30379747,6.41714286,29.66666667,14.55067772,44.5,24.19710727,2.7848101265822787,5.316455696202532,0.2531645569620253,0.0,0.020253164556962026,0.020253164556962026,0.0379746835443038,0.11645569620253166,0.18987341772151897,0.035443037974683546,0.022784810126582282,0.14430379746835442,0.06582278481012659,0.10379746835443038,2.9285714285714284,0.07848101265822785,0.0379746835443038,2.156962025316456,0.26075949,0.0379746835443038,0.05063291139240506,0.05063291139240506,2,15,8.80520559,0.86383754,175.0,2.39693367,63.34865625,0.12564097,0.58857143,0.02531646,0.1164557,0.40506329,438.9935316455697,0.06329113924050632,2.2481012658227852,0.4177215189873418,0.21772151898734174,'pdje'
52.64797508,6.53846154,32.44444444,16.80681813,97.33333333,9.80929265,2.803738317757009,4.984423676012462,0.0,0.0,0.009345794392523364,0.04672897196261682,0.024922118380062305,0.08099688473520249,0.1838006230529595,0.06542056074766353,0.02803738317757009,0.1059190031152648,0.04361370716510903,0.09034267912772584,1.380952380952381,0.08099688473520249,0.07165109034267912,2.2461059190031154,0.36448598,0.012461059190031152,0.024922118380062305,0.03426791277258567,2,17,9.43266017,0.8888419,169.0,2.42040891,74.90619004,0.11554234,0.69230769,0.02803738,0.09345794,0.36448598,449.1056074766354,0.03115264797507788,2.367601246105919,0.4143302180685358,0.19003115264797507,'fadj'
80.70175439,5.0,25.0,6.0,50.0,0.0,3.5087719298245608,8.771929824561402,0.0,0.0,0.017543859649122806,0.14035087719298245,0.017543859649122806,0.03508771929824561,0.19298245614035087,0.03508771929824561,0.0,0.14035087719298245,0.07017543859649122,0.10526315789473684,3.0,0.08771929824561403,0.07017543859649122,2.0,0.68421053,0.0,0.0,0.0,3,11,6.09284884,0.9469683000000001,46.0,2.17103151,109.98874827,0.09535114,0.84782609,0.05263158,0.07017544,0.36842105,432.8414912280701,0.05263157894736842,2.175438596491228,0.543859649122807,0.14035087719298245,'sdjme'
52.65486726,6.83613445,26.86666667,14.40308609,80.6,74.81604106,3.31858407079646,4.424778761061948,0.0,0.4424778761061947,0.011061946902654869,0.04646017699115045,0.033185840707964605,0.07964601769911504,0.2190265486725664,0.033185840707964605,0.02212389380530973,0.11061946902654868,0.0752212389380531,0.08849557522123894,2.6666666666666665,0.06415929203539822,0.04646017699115045,2.168141592920354,0.37168142,0.015486725663716812,0.02433628318584071,0.030973451327433624,2,16,11.19457833,0.89508589,238.0,2.51362641,84.07047648,0.10906320000000001,0.70588235,0.04424779,0.09070796,0.35840708,445.8871238938053,0.050884955752212385,2.3296460176991154,0.4535398230088496,0.18805309734513276,'sdfi'
69.23076923,5.67901235,26.75,14.11338018,107.0,0.0,3.418803418803418,5.128205128205129,0.0,0.0,0.008547008547008548,0.05128205128205128,0.017094017094017096,0.08547008547008547,0.2222222222222222,0.034188034188034185,0.017094017094017096,0.1452991452991453,0.07692307692307693,0.07692307692307693,2.25,0.042735042735042736,0.02564102564102564,2.102564102564102,0.55555556,0.0,0.0,0.0,2,11,7.48845265,0.92278216,81.0,2.28020442,88.97380203,0.10601539,0.80246914,0.04273504,0.04273504,0.39316239,434.63106837606836,0.05128205128205128,2.1965811965811968,0.5213675213675214,0.19658119658119655,'bmm'
63.73056995,5.80487805,20.5,6.53834842,54.66666667,10.53037933,4.1450777202072535,8.290155440414507,0.0,0.5181347150259067,0.015544041450777204,0.06735751295336788,0.031088082901554407,0.05181347150259067,0.2020725388601036,0.02590673575129533,0.02072538860103627,0.062176165803108814,0.05181347150259067,0.06735751295336788,2.6,0.07253886010362694,0.056994818652849735,1.9222797927461142,0.47668394,0.02072538860103627,0.02590673575129533,0.031088082901554407,2,13,8.85373373,0.91439628,123.0,2.37386078,88.69307828,0.10618304,0.74796748,0.02590674,0.08290155,0.31606218,432.4582124352332,0.02072538860103627,2.1709844559585494,0.4715025906735752,0.12953367875647667,'sdjme'
67.51592357,6.59433962,20.42857143,7.08836356,143.0,0.0,4.4585987261146505,4.4585987261146505,0.0,0.0,0.006369426751592357,0.05732484076433121,0.050955414012738856,0.08280254777070062,0.2356687898089172,0.03821656050955414,0.03184713375796178,0.12101910828025478,0.025477707006369428,0.08280254777070062,2.1666666666666665,0.044585987261146494,0.050955414012738856,2.2547770700636938,0.53503185,0.006369426751592357,0.006369426751592357,0.006369426751592357,2,16,8.45972098,0.92231258,106.0,2.34681285,93.89706059,0.10319865,0.79245283,0.03821656,0.05095541,0.35031847,447.62668789808924,0.012738853503184714,2.35031847133758,0.5159235668789809,0.1464968152866242,'bmm'
60.70038911,6.3974359000000005,17.38461538,15.27964187,56.5,57.51738868,3.891050583657588,4.669260700389105,0.0,1.5564202334630348,0.01556420233463035,0.07003891050583658,0.02334630350194553,0.07392996108949416,0.20622568093385213,0.04669260700389105,0.019455252918287938,0.09727626459143968,0.06614785992217899,0.0622568093385214,1.3333333333333333,0.09727626459143968,0.05447470817120623,2.1789883268482493,0.48249027,0.011673151750972765,0.01556420233463035,0.01556420233463035,2,16,9.73101264,0.91003546,156.0,2.4276468999999996,88.98644449999999,0.10600786,0.79487179,0.04669261,0.06225681,0.36575875,449.9064980544747,0.07003891050583658,2.377431906614786,0.4552529182879378,0.1867704280155642,'sdjme'
56.04651163,6.38174274,16.95238095,9.90659324,59.33333333,45.88633299,4.418604651162791,3.72093023255814,0.0,4.418604651162791,0.013953488372093023,0.04418604651162791,0.02093023255813953,0.07674418604651162,0.2302325581395349,0.03255813953488372,0.011627906976744186,0.07209302325581396,0.04418604651162791,0.06744186046511629,2.071428571428572,0.10697674418604652,0.09767441860465116,1.9744186046511627,0.45348837,0.002325581395348837,0.009302325581395349,0.01627906976744186,2,16,11.62205201,0.90451702,241.0,2.52889972,91.62044324,0.10447294,0.80912863,0.02325581,0.05581395,0.31395349,435.09509302325586,0.04186046511627907,2.2023255813953493,0.4418604651162791,0.15348837209302327,'bmm'
57.74647887,6.11382114,37.2,17.31357849,186.0,0.0,1.8779342723004693,4.694835680751174,0.0,0.4694835680751174,0.004694835680751174,0.056338028169014086,0.014084507042253518,0.12206572769953053,0.2206572769953052,0.03286384976525822,0.009389671361502348,0.1267605633802817,0.061032863849765265,0.046948356807511735,1.4285714285714284,0.07981220657276995,0.051643192488262914,2.126760563380281,0.3943662,0.004694835680751174,0.009389671361502348,0.023474178403755867,2,21,8.42782113,0.8975791999999999,123.0,2.35232055,75.51893692,0.11507264,0.68292683,0.04225352,0.09859155,0.39906103,440.65061032863855,0.03286384976525822,2.267605633802817,0.4647887323943662,0.215962441314554,'pdje'
58.79120879,6.14953271,28.16666667,12.66776311,42.25,5.06828373,3.2967032967032965,4.945054945054945,0.0,0.0,0.02197802197802198,0.06043956043956044,0.04395604395604396,0.08791208791208792,0.2252747252747253,0.04945054945054945,0.005494505494505495,0.10989010989010987,0.054945054945054944,0.054945054945054944,1.1111111111111112,0.03296703296703297,0.054945054945054944,2.1153846153846154,0.41208791,0.005494505494505495,0.01098901098901099,0.027472527472527472,1,21,7.93136769,0.89792906,107.0,2.3179383999999996,73.55467349,0.11659901,0.70093458,0.03846154,0.0989011,0.41208791,437.9894505494505,0.04945054945054945,2.2362637362637363,0.5274725274725275,0.19230769230769232,'ve'
53.48837209,6.79710145,33.42857143,16.89342343,234.0,0.0,2.3255813953488373,6.2015503875969005,0.0,0.0,0.0038759689922480615,0.05813953488372092,0.027131782945736437,0.1124031007751938,0.22093023255813954,0.04651162790697674,0.02325581395348837,0.11627906976744184,0.04263565891472868,0.08527131782945736,1.8333333333333333,0.03875968992248062,0.04651162790697674,2.1589147286821704,0.37209302,0.01937984496124031,0.034883720930232565,0.03875968992248062,3,21,8.59150473,0.88732029,138.0,2.36791118,71.09733373,0.1185969,0.69565217,0.03488372,0.07751938,0.40310078,439.9811627906977,0.027131782945736437,2.25968992248062,0.4534883720930232,0.2015503875968992,'sdfi'
48.14371257,7.34825871,21.61764706,16.63627275,122.5,131.59248965,3.3532934131736525,6.107784431137724,0.0,0.23952095808383236,0.00718562874251497,0.055089820359281436,0.0407185628742515,0.09461077844311376,0.19041916167664671,0.02874251497005988,0.025149700598802397,0.12215568862275447,0.07784431137724551,0.05988023952095808,2.083333333333333,0.06706586826347305,0.05988023952095808,2.190419161676646,0.37485029999999997,0.003592814371257485,0.008383233532934131,0.013173652694610778,2,26,13.91178366,0.89134343,402.0,2.63846318,89.32393735,0.10580741,0.77860697,0.02874251,0.06107784,0.38682635,443.7319281437126,0.0718562874251497,2.3041916167664667,0.451497005988024,0.20119760479041915,'sdlmm'
45.33479693,7.53026634,34.625,13.40339665,415.5,407.5,2.6344676180021955,6.0373216245883645,0.0,0.0,0.0021953896816684962,0.07683863885839738,0.024149286498353455,0.10757409440175633,0.2239297475301866,0.061470911086717886,0.016465422612513717,0.0954994511525796,0.06037321624588365,0.06805708013172337,1.1071428571428568,0.04939626783754116,0.04939626783754116,2.2821075740944017,0.32930845,0.013172338090010977,0.021953896816684963,0.021953896816684963,2,22,13.68330045,0.88391073,413.0,2.63542248,84.68747645,0.10866518,0.72639225,0.04610318,0.07793633,0.39407245,450.6967343578485,0.043907793633369926,2.3863885839736554,0.4851811196487377,0.22941822173435786,'sdfi'
58.97435897,7.13043478,29.66666667,6.59966329,59.33333333,56.22178305,3.0769230769230766,4.102564102564102,0.0,1.5384615384615383,0.015384615384615384,0.030769230769230767,0.0,0.07692307692307693,0.2564102564102564,0.04102564102564103,0.010256410256410256,0.10256410256410256,0.061538461538461535,0.05641025641025641,1.375,0.13333333333333333,0.1076923076923077,2.394871794871795,0.41538462,0.02564102564102564,0.035897435897435895,0.04102564102564103,2,21,8.23532105,0.89985445,115.0,2.33842756,75.96274092,0.11473599999999999,0.70434783,0.06153846,0.10769231,0.33333333,462.68992307692304,0.05128205128205128,2.528205128205128,0.4615384615384616,0.1794871794871795,'sdlmm'
42.69406393,6.62566845,34.73913043,21.33626713,61.46153846,50.47560779,2.5114155251141552,2.853881278538813,0.0,0.5707762557077626,0.014840182648401826,0.045662100456620995,0.01141552511415525,0.08447488584474885,0.23515981735159816,0.0365296803652968,0.02054794520547945,0.06278538812785388,0.06050228310502283,0.039954337899543384,1.09375,0.11529680365296804,0.06963470319634703,2.1004566210045663,0.26940639,0.0228310502283105,0.0228310502283105,0.0228310502283105,2,16,12.63628898,0.87438165,374.0,2.59857855,77.81337072,0.11336341,0.63101604,0.05022831,0.12100457,0.35730594,437.514252283105,0.045662100456620995,2.230593607305936,0.4634703196347032,0.1815068493150685,'fadj'
58.26446281,5.90780142,17.75,9.35525699,15.21428571,16.10757839,4.545454545454546,2.8925619834710745,0.0,1.6528925619834711,0.05785123966942149,0.04132231404958678,0.04958677685950413,0.07851239669421488,0.21074380165289253,0.033057851239669415,0.02479338842975207,0.1322314049586777,0.0371900826446281,0.09090909090909093,2.75,0.07024793388429752,0.05371900826446281,2.1115702479338845,0.41735537,0.016528925619834708,0.028925619834710745,0.05371900826446281,3,16,9.06382329,0.90158791,141.0,2.39157447,80.46636550000001,0.11147893,0.71631206,0.03305785,0.09504132,0.32644628,444.90704545454554,0.028925619834710745,2.3181818181818183,0.4917355371900826,0.1487603305785124,'ve'
57.61316872,5.7,17.75,9.42624881,15.21428571,16.49319588,4.526748971193416,3.2921810699588483,0.0,1.6460905349794241,0.05761316872427984,0.061728395061728385,0.04938271604938271,0.06995884773662553,0.1934156378600823,0.03292181069958848,0.02469135802469136,0.1440329218106996,0.0411522633744856,0.0823045267489712,2.5,0.05761316872427984,0.045267489711934165,2.0329218106995883,0.41152263,0.02469135802469136,0.03292181069958848,0.05349794238683128,8,16,8.98100419,0.89961536,140.0,2.38726842,78.9444694,0.11254835,0.71428571,0.01646091,0.09876543,0.32510288,438.5297942386831,0.02880658436213992,2.242798353909465,0.5020576131687243,0.1440329218106996,'sdeg'
53.1147541,6.50617284,33.375,17.25498116,29.66666667,24.72964932,2.622950819672131,6.229508196721312,0.0,2.295081967213114,0.02950819672131148,0.03934426229508197,0.026229508196721308,0.07540983606557378,0.18688524590163932,0.016393442622950817,0.016393442622950817,0.10163934426229508,0.08196721311475409,0.10491803278688523,6.4,0.08196721311475409,0.06885245901639345,2.157377049180328,0.35737705,0.013114754098360656,0.016393442622950817,0.019672131147540985,2,15,9.27609302,0.88939144,162.0,2.41057048,74.61145434,0.11577032,0.67283951,0.01639344,0.11147541,0.34754098,441.8628032786885,0.045901639344262286,2.281967213114754,0.39672131147540973,0.1737704918032787,'sdfi'
49.65986395,5.87671233,29.44444444,13.31758329,33.125,23.05665576,3.0612244897959178,5.1020408163265305,0.0,1.7006802721088434,0.027210884353741496,0.06462585034013606,0.023809523809523808,0.07482993197278913,0.20748299319727886,0.040816326530612235,0.017006802721088437,0.09183673469387756,0.09183673469387756,0.08503401360544217,2.083333333333333,0.061224489795918366,0.027210884353741496,2.0306122448979598,0.31292517,0.047619047619047616,0.06802721088435375,0.06802721088435375,2,15,8.51489292,0.87684291,146.0,2.36852829,66.57897111,0.12255512,0.63013699,0.03061224,0.0952381,0.37755102,437.57127551020403,0.04421768707482993,2.2312925170068025,0.4659863945578232,0.20748299319727886,'bmm'
44.49438202,6.70454545,28.60714286,25.576690399999997,72.72727273,66.80513169,2.696629213483146,3.707865168539326,0.0,1.0112359550561798,0.012359550561797751,0.0651685393258427,0.0348314606741573,0.10337078651685393,0.19101123595505615,0.05617977528089888,0.01460674157303371,0.1,0.07191011235955057,0.06853932584269662,1.2200000000000002,0.08876404494382023,0.04719101123595506,2.0359550561797755,0.32134831,0.013483146067415729,0.02247191011235955,0.02247191011235955,2,57,13.27395016,0.88075676,396.0,2.62096296,82.16534134,0.11032036,0.72222222,0.03595506,0.08202247,0.37415729999999997,433.77669101123587,0.05617977528089888,2.1865168539325843,0.4449438202247191,0.23146067415730334,'fadj'
53.73134328,5.18518519,44.5,21.55806114,44.5,25.74393132,1.9900497512437807,8.457711442786069,0.0,0.0,0.01990049751243781,0.04975124378109453,0.08955223880597014,0.1044776119402985,0.21393034825870647,0.03980099502487562,0.0049751243781094535,0.11442786069651742,0.05472636815920398,0.06467661691542287,1.625,0.02985074626865672,0.01990049751243781,1.8308457711442787,0.37810945,0.02487562189054726,0.04477611940298507,0.06965174129353234,5,12,7.61773265,0.88287046,108.0,2.30097898,65.32128007,0.12372933,0.7037036999999999,0.03482587,0.08955224,0.39800995,414.6476368159204,0.03980099502487562,1.9601990049751243,0.5174129353233831,0.19900497512437806,'sdcm'
47.99235182,7.05976096,22.66666667,10.5032119,17.62962963,11.02572127,4.0152963671128115,3.8240917782026767,0.0,0.19120458891013384,0.05162523900573614,0.08604206500956023,0.019120458891013385,0.11281070745697895,0.2179732313575526,0.05544933078393882,0.04206500956022945,0.07839388145315487,0.04397705544933078,0.03632887189292544,0.6551724137931035,0.034416826003824084,0.04015296367112809,2.30019120458891,0.36328872,0.015296367112810709,0.034416826003824084,0.03824091778202677,2,18,10.97546368,0.88271923,251.0,2.51085479,77.00040891,0.11396027,0.75697211,0.03824092,0.07265774,0.36137667,450.8313384321223,0.045889101338432124,2.388145315487572,0.5066921606118547,0.21223709369024854,'sdjme'
48.45070423,6.38953488,38.625,28.06660605,38.625,26.09567732,1.6901408450704225,9.577464788732394,0.0,0.28169014084507044,0.02253521126760564,0.05352112676056338,0.016901408450704224,0.11267605633802814,0.22816901408450704,0.03380281690140845,0.01971830985915493,0.07042253521126761,0.05070422535211268,0.05070422535211268,1.5000000000000002,0.059154929577464786,0.03098591549295775,2.014084507042253,0.35211268,0.014084507042253518,0.03380281690140845,0.05070422535211268,2,16,9.12881215,0.87659932,172.0,2.40905432,68.6517724,0.12069079,0.72674419,0.05352113,0.07605634,0.3943662,438.7450845070423,0.05352112676056338,2.2450704225352114,0.4676056338028169,0.19718309859154928,'sdcm'
59.24170616,6.736000000000001,17.45454545,4.84981042,21.33333333,8.70504324,5.213270142180095,2.8436018957345968,0.0,0.0,0.04265402843601896,0.06635071090047394,0.014218009478672985,0.13270142180094788,0.21800947867298576,0.07582938388625593,0.05213270142180095,0.07582938388625593,0.018957345971563986,0.04265402843601896,0.5625,0.018957345971563986,0.02369668246445497,2.265402843601896,0.44075829,0.018957345971563986,0.03791469194312797,0.04739336492890995,2,18,8.60535489,0.90217521,125.0,2.36223872,78.92783839,0.11256021,0.7440000000000001,0.03317536,0.07109005,0.38388626,445.64748815165876,0.02843601895734597,2.3270142180094786,0.4786729857819905,0.22748815165876776,'sdjme'
60.40609137,7.1092437,30.33333333,6.3420992,91.0,36.0,3.045685279187817,4.568527918781727,0.0,0.0,0.01015228426395939,0.06598984771573604,0.02538071065989848,0.12690355329949238,0.2385786802030457,0.03553299492385787,0.01015228426395939,0.1065989847715736,0.045685279187817264,0.06598984771573604,1.8571428571428568,0.07614213197969544,0.07106598984771574,2.3857868020304567,0.45177665,0.015228426395939087,0.02538071065989848,0.04060913705583756,2,20,8.47839895,0.90458815,119.0,2.35303604,79.88579942,0.11188328,0.74789916,0.03553299,0.06598985,0.37563452,453.64774111675126,0.030456852791878174,2.4213197969543145,0.5126903553299492,0.20812182741116755,'sdjme'
48.25174825,6.13043478,42.5,17.91414711,63.75,43.88835267,2.097902097902098,7.3426573426573425,0.0,0.34965034965034963,0.013986013986013986,0.04895104895104895,0.03496503496503497,0.1083916083916084,0.18181818181818185,0.04895104895104895,0.017482517482517484,0.0944055944055944,0.05244755244755245,0.1048951048951049,2.142857142857143,0.0944055944055944,0.05244755244755245,2.1433566433566438,0.32867133,0.02797202797202797,0.045454545454545456,0.05244755244755245,2,15,8.16011106,0.87115644,138.0,2.3471737,63.33161918,0.12565787,0.68115942,0.02797203,0.07692308,0.41608392,439.9032167832168,0.045454545454545456,2.2587412587412588,0.42657342657342656,0.2097902097902098,'sdcm'
63.41463415,5.65384615,8.75,2.04633819,8.75,2.04633819,9.75609756097561,4.878048780487805,0.0,0.0,0.0975609756097561,0.03658536585365853,0.07317073170731707,0.03658536585365853,0.17073170731707318,0.012195121951219513,0.024390243902439025,0.13414634146341464,0.03658536585365853,0.07317073170731707,5.999999999999999,0.04878048780487805,0.012195121951219513,2.048780487804878,0.46341463,0.0,0.0,0.012195121951219513,2,12,5.74243936,0.89664067,52.0,2.13621919,61.50922502,0.12750578,0.73076923,0.04878049,0.07317073,0.37804878,419.9993902439024,0.04878048780487805,2.024390243902439,0.5365853658536586,0.08536585365853659,'sdjme'
53.33333333,7.07142857,19.78571429,13.13761541,25.18181818,23.79388073,4.4444444444444455,3.492063492063492,0.0,0.31746031746031744,0.03492063492063492,0.06666666666666668,0.0253968253968254,0.0761904761904762,0.2349206349206349,0.028571428571428567,0.01904761904761905,0.06349206349206349,0.05396825396825397,0.04126984126984127,1.4444444444444444,0.10476190476190476,0.09523809523809523,2.4,0.41269841,0.022222222222222227,0.03492063492063492,0.047619047619047616,2,16,9.46572765,0.89072565,168.0,2.42134988,75.94836033,0.11474686,0.77380952,0.04761905,0.07619048,0.33650794,462.3041746031746,0.03492063492063492,2.523809523809524,0.4666666666666667,0.15873015873015872,'fadj'
46.3800905,6.2195122000000005,18.66666667,15.26381758,23.05882353,14.96454865,2.9411764705882355,6.108597285067872,0.0,0.4524886877828054,0.038461538461538464,0.07239819004524888,0.052036199095022634,0.10633484162895927,0.1968325791855204,0.033936651583710405,0.013574660633484163,0.12217194570135745,0.029411764705882356,0.11312217194570134,3.333333333333333,0.042986425339366516,0.027149321266968326,2.1651583710407243,0.32352941,0.024886877828054297,0.033936651583710405,0.045248868778280535,2,18,9.75085563,0.87386951,205.0,2.44918956,69.67310226,0.11980293,0.69756098,0.02714932,0.08371041,0.39819005,439.2485520361991,0.020361990950226245,2.251131221719457,0.495475113122172,0.16968325791855204,'sdcm'
44.54976303,7.73404255,33.47058824,16.79677016,37.93333333,55.1234574,2.6856240126382307,7.109004739336492,0.0,0.315955766192733,0.02369668246445497,0.07109004739336493,0.007898894154818325,0.07266982622432859,0.2575039494470774,0.036334913112164295,0.014218009478672985,0.0947867298578199,0.09320695102685624,0.03475513428120063,0.9565217391304348,0.06635071090047394,0.05845181674565561,2.265402843601896,0.29383886,0.020537124802527645,0.0315955766192733,0.0315955766192733,2,26,11.20849373,0.87465048,282.0,2.52924782,74.2409059,0.11605888,0.65957447,0.05529226,0.11848341,0.328594,457.96887835702995,0.07582938388625593,2.472353870458136,0.5102685624012638,0.20221169036334916,'sdeg'
43.78238342,7.13017751,34.33333333,27.64801437,65.54545455,84.21008754,2.5906735751295336,2.7202072538860103,0.0,0.6476683937823834,0.014248704663212437,0.04792746113989637,0.02072538860103627,0.10621761658031087,0.22797927461139894,0.05958549222797928,0.0116580310880829,0.12046632124352333,0.07512953367875648,0.07901554404145078,1.3260869565217392,0.056994818652849735,0.042746113989637305,2.183937823834197,0.31865285,0.0116580310880829,0.02590673575129533,0.02590673575129533,2,15,12.16488619,0.87577973,338.0,2.57545554,77.22135087,0.11379713,0.72781065,0.04404145,0.08031088,0.42098446,443.10378238341974,0.05181347150259067,2.296632124352332,0.4663212435233161,0.24093264248704666,'sdlmm'
41.617357,6.65876777,34.7037037,13.71080897,37.48,43.10556345,2.5641025641025643,4.437869822485207,0.0,0.2958579881656805,0.02465483234714004,0.059171597633136085,0.04437869822485207,0.08678500986193294,0.1903353057199211,0.03254437869822485,0.02958579881656805,0.13609467455621302,0.09566074950690336,0.08382642998027612,2.575757575757576,0.05226824457593689,0.03944773175542406,2.0877712031558184,0.27712032,0.01972386587771203,0.01972386587771203,0.01972386587771203,2,15,13.25236758,0.87334641,422.0,2.62692883,78.84373271,0.11262023,0.66587678,0.02662722,0.09664694,0.39743590000000006,432.0245414201184,0.08086785009861933,2.165680473372781,0.4714003944773176,0.21499013806706116,'pdje'
42.57083621,6.95454545,27.30434783,14.54508667,125.6,308.10556632,3.1789910158949546,6.08154803040774,0.0,0.691085003455425,0.006910850034554251,0.0608154803040774,0.038009675190048366,0.06979958534899793,0.2017968210089841,0.04008293020041465,0.02073255010366275,0.08776779543883897,0.06565307532826538,0.05183137525915688,1.293103448275862,0.08500345542501728,0.05874222529371113,2.0234968901174843,0.30753283,0.01243953006219765,0.0138217000691085,0.0138217000691085,2,17,16.19371332,0.88264784,616.0,2.73182529,89.46447102,0.10572427,0.7224026,0.02626123,0.08569454,0.34692467,438.9884450587423,0.04837595024187975,2.2480995162404978,0.4588804422944022,0.17553559087767795,'mj'
